Order Number,Delivery Distance (miles),Order Size,Order Type,Total Dollars,Store Location,Delivered On Time,Test Phase,Predicted Delivered On Time
12657,6.277578078283055,9,Online,18.95,Store B,Yes,Pre-Test,No
12658,2.501466289038434,4,In-person,59.16,Store A,No,Pre-Test,No
12659,8.57629469638126,3,Online,23.79,Store A,Yes,Pre-Test,Yes
12660,5.714539353822342,1,In-person,80.93,Store A,No,Pre-Test,No
12661,7.468265987513302,3,Phone,86.98,Store A,No,Pre-Test,No
12662,6.898202829526748,5,In-person,18.44,Store B,No,Pre-Test,Yes
12663,3.7996463223976633,2,Online,73.27,Store A,Yes,Pre-Test,No
12664,7.71131747701993,5,In-person,75.9,Store B,Yes,Pre-Test,Yes
12665,8.51206481675569,9,In-person,15.96,Store A,No,Pre-Test,Yes
12666,7.569239145502121,6,Online,63.67,Store A,No,Pre-Test,Yes
12667,7.879664413080822,3,Online,65.96,Store A,Yes,Pre-Test,No
12668,3.92014762683395,5,Online,56.08,Store B,Yes,Pre-Test,Yes
12669,9.465035361108251,1,Phone,72.09,Store C,Yes,Pre-Test,No
12670,4.533435124382723,8,Online,32.23,Store B,No,Pre-Test,No
12671,9.021977076191412,9,Phone,33.52,Store C,Yes,Pre-Test,No
12672,8.64918920317615,5,In-person,93.15,Store C,Yes,Pre-Test,No
12673,1.68114426609507,9,In-person,71.12,Store B,Yes,Pre-Test,Yes
12674,9.679570316120367,8,Online,45.73,Store A,No,Pre-Test,No
12675,9.965246011142016,8,Phone,70.45,Store A,No,Pre-Test,Yes
12676,6.258391908925506,2,Phone,77.34,Store B,Yes,Pre-Test,Yes
12677,7.939545483169507,5,Phone,37.2,Store C,Yes,Pre-Test,No
12678,9.370026856742255,8,Online,56.77,Store B,No,Pre-Test,Yes
12679,0.690231709461485,3,Online,20.32,Store A,Yes,Pre-Test,No
12680,9.334905230830824,1,Phone,64.11,Store C,No,Pre-Test,Yes
12681,6.459978308711525,4,In-person,71.91,Store C,No,Pre-Test,No
12682,8.37033580350819,4,In-person,76.89,Store C,Yes,Pre-Test,Yes
12683,5.6368615936887965,4,Online,96.44,Store B,No,Pre-Test,Yes
12684,5.540187374238406,4,Online,25.01,Store B,No,Pre-Test,No
12685,9.026422954573796,9,Phone,16.25,Store C,No,Pre-Test,No
12686,5.320984061605366,1,Phone,94.82,Store A,No,Pre-Test,Yes
12687,4.98199912064756,9,Phone,68.38,Store C,No,Pre-Test,Yes
12688,6.277793680069719,7,In-person,60.68,Store A,No,Pre-Test,No
12689,5.426414821042403,5,Phone,48.09,Store B,No,Pre-Test,Yes
12690,4.739726083315296,2,Phone,49.67,Store B,Yes,Pre-Test,Yes
12691,2.2149763681640557,4,Online,36.73,Store A,Yes,Pre-Test,Yes
12692,4.275304627764779,4,Online,66.22,Store A,No,Pre-Test,No
12693,3.179434157926267,4,Phone,11.39,Store B,Yes,Pre-Test,Yes
12694,4.304414901894118,2,Online,58.97,Store B,Yes,Pre-Test,No
12695,6.1350038054733504,8,Phone,15.23,Store B,Yes,Pre-Test,Yes
12696,6.284091502425401,4,Phone,75.16,Store B,No,Pre-Test,Yes
12697,2.7672840437807324,9,Phone,96.59,Store A,Yes,Pre-Test,Yes
12698,1.3025471428516733,2,Online,26.67,Store C,Yes,Pre-Test,No
12699,7.572158045824552,7,Phone,34.7,Store B,Yes,Pre-Test,No
12700,5.521421581091069,5,Online,58.48,Store A,No,Pre-Test,No
12701,4.699962821551465,5,In-person,54.09,Store B,No,Pre-Test,No
12702,1.7311569536431541,7,In-person,83.46,Store C,Yes,Pre-Test,Yes
12703,4.439305633995382,4,Online,21.31,Store A,Yes,Pre-Test,No
12704,8.27266645789522,3,In-person,59.79,Store B,Yes,Pre-Test,No
12705,6.0236384799132665,9,In-person,93.0,Store C,Yes,Pre-Test,Yes
12706,1.364267370991187,3,In-person,70.04,Store A,Yes,Pre-Test,Yes
12707,3.656613764709915,5,Phone,34.2,Store A,Yes,Pre-Test,No
12708,9.808119246179071,2,In-person,15.64,Store C,No,Pre-Test,Yes
12709,5.672820978319693,7,Phone,47.71,Store C,Yes,Pre-Test,No
12710,3.220762756161073,7,Online,52.03,Store B,Yes,Pre-Test,No
12711,9.177725088918244,5,Online,21.97,Store B,Yes,Pre-Test,No
12712,3.692006023032191,8,In-person,53.22,Store C,No,Pre-Test,No
12713,7.4341196777419105,9,Phone,70.91,Store C,No,Pre-Test,No
12714,1.8985948043221363,4,Online,52.8,Store B,Yes,Pre-Test,No
12715,1.9866845839399305,2,Online,30.4,Store C,Yes,Pre-Test,No
12716,5.832483193124127,2,Phone,96.26,Store A,Yes,Pre-Test,Yes
12717,2.7783215264628245,4,In-person,20.35,Store C,No,Pre-Test,Yes
12718,0.9686548220193025,6,Online,64.75,Store C,Yes,Pre-Test,Yes
12719,9.30142167976884,6,In-person,75.63,Store C,No,Pre-Test,Yes
12720,1.031900711838541,2,In-person,34.29,Store B,No,Pre-Test,Yes
12721,7.31565992360882,1,Phone,44.16,Store A,No,Pre-Test,Yes
12722,3.663365315625867,2,In-person,49.26,Store A,No,Pre-Test,Yes
12723,9.368297168547942,8,Online,68.23,Store C,No,Pre-Test,Yes
12724,9.867497697147556,5,Phone,56.11,Store B,No,Pre-Test,No
12725,3.6865911876451287,3,In-person,27.21,Store B,No,Pre-Test,No
12726,6.115514786232889,9,Phone,90.33,Store C,No,Pre-Test,No
12727,7.843355168424042,7,Phone,42.8,Store C,Yes,Pre-Test,Yes
12728,1.6723888248412107,8,Phone,44.43,Store B,Yes,Pre-Test,Yes
12729,7.239891886792702,6,In-person,81.99,Store B,Yes,Pre-Test,No
12730,9.108876101948777,7,Phone,58.19,Store A,Yes,Pre-Test,Yes
12731,2.1957741990842328,3,In-person,30.82,Store C,Yes,Pre-Test,Yes
12732,8.467745867619325,1,Phone,92.31,Store B,No,Pre-Test,No
12733,1.598232990373901,1,In-person,82.47,Store B,No,Pre-Test,Yes
12734,5.89886611715156,1,Phone,63.99,Store A,No,Pre-Test,No
12735,3.7239548581580872,7,In-person,56.09,Store A,Yes,Pre-Test,No
12736,4.981300675442311,2,Online,70.78,Store C,No,Pre-Test,No
12737,3.356005753742436,6,Online,42.48,Store A,Yes,Pre-Test,Yes
12738,2.9751240303279416,1,Phone,72.47,Store C,No,Pre-Test,Yes
12739,7.559822304123497,8,Online,13.45,Store A,Yes,Pre-Test,No
12740,2.6195755402305316,5,In-person,45.98,Store C,No,Pre-Test,No
12741,4.379923919617713,9,Online,65.57,Store C,No,Pre-Test,No
12742,3.1082922535098634,3,In-person,65.93,Store C,No,Pre-Test,No
12743,2.767033299122631,2,In-person,16.42,Store B,Yes,Pre-Test,No
12744,6.457413054696847,8,Online,74.77,Store C,No,Pre-Test,Yes
12745,0.9315718544512139,5,Online,17.63,Store B,No,Pre-Test,Yes
12746,7.994538001535232,1,In-person,76.67,Store A,No,Pre-Test,No
12747,5.689223607557187,6,Online,92.08,Store B,Yes,Pre-Test,No
12748,8.370155263019722,3,Online,97.78,Store B,Yes,Pre-Test,No
12749,2.523651842282217,8,Phone,64.32,Store B,Yes,Pre-Test,No
12750,7.23935738798528,6,In-person,74.27,Store A,Yes,Pre-Test,Yes
12751,4.495546493602299,2,Phone,31.04,Store C,No,Pre-Test,Yes
12752,1.2296377830741783,6,In-person,43.71,Store C,Yes,Pre-Test,Yes
12753,7.6485257260171515,3,Online,11.1,Store A,No,Pre-Test,No
12754,7.740778736294759,7,In-person,81.82,Store C,No,Pre-Test,No
12755,3.0737102259596045,1,Online,72.06,Store C,No,Pre-Test,No
12756,9.202437180102114,1,Phone,33.22,Store C,Yes,Pre-Test,No
12757,7.757713069283886,4,In-person,54.11,Store C,Yes,Pre-Test,No
12758,3.414195006672199,7,Phone,75.56,Store A,No,Pre-Test,Yes
12759,2.7715349528513826,4,In-person,69.99,Store C,No,Pre-Test,No
12760,4.680850779281378,9,Phone,38.86,Store C,Yes,Pre-Test,Yes
12761,3.2815032403901574,8,Online,43.28,Store B,No,Pre-Test,No
12762,2.56171901218782,5,In-person,23.88,Store B,No,Pre-Test,No
12763,4.291457193639774,1,Phone,22.39,Store C,No,Pre-Test,No
12764,0.7441901168503153,3,Online,46.44,Store B,No,Pre-Test,Yes
12765,4.313405171473127,8,Online,53.17,Store C,Yes,Pre-Test,No
12766,2.6057949680643655,7,In-person,95.56,Store C,No,Pre-Test,Yes
12767,3.011174776271852,8,In-person,55.49,Store B,No,Pre-Test,No
12768,1.2842562192059606,1,In-person,27.08,Store C,Yes,Pre-Test,Yes
12769,6.094850994538406,2,Phone,25.23,Store B,No,Pre-Test,Yes
12770,4.984087661940043,7,Online,41.07,Store A,No,Pre-Test,No
12771,7.6309600899529,5,Online,92.69,Store B,Yes,Pre-Test,No
12772,9.8774369392038,5,In-person,81.45,Store A,Yes,Pre-Test,No
12773,1.635573080548497,9,Online,54.44,Store B,Yes,Pre-Test,No
12774,3.0880383450575426,1,Online,96.02,Store A,Yes,Pre-Test,No
12775,6.98331421642659,5,In-person,29.39,Store C,No,Pre-Test,No
12776,2.7544640864637833,7,Online,49.11,Store C,No,Pre-Test,Yes
12777,0.7864013974058215,5,Online,10.09,Store B,No,Pre-Test,No
12778,1.543162927505672,7,In-person,88.0,Store C,Yes,Pre-Test,Yes
12779,4.619455810855562,1,Phone,24.21,Store B,Yes,Pre-Test,No
12780,4.592454195165592,5,In-person,96.19,Store C,No,Pre-Test,No
12781,9.736894560955466,6,Online,55.65,Store C,No,Pre-Test,No
12782,4.926525322028791,6,In-person,99.46,Store C,Yes,Pre-Test,Yes
12783,6.941643220950686,4,In-person,58.72,Store C,Yes,Pre-Test,No
12784,5.175909516276767,5,Online,50.99,Store B,No,Pre-Test,No
12785,3.0642257396718526,8,Online,52.49,Store C,Yes,Pre-Test,Yes
12786,1.501785118588701,6,Phone,85.22,Store B,Yes,Pre-Test,Yes
12787,8.66120315285402,1,Phone,42.61,Store A,Yes,Pre-Test,No
12788,1.9502955971346392,5,Online,86.8,Store C,No,Pre-Test,No
12789,1.4204893512672243,7,Phone,89.77,Store C,No,Pre-Test,No
12790,2.531371804775886,8,Phone,36.0,Store A,No,Pre-Test,No
12791,0.5236420727319334,4,In-person,93.42,Store B,No,Pre-Test,Yes
12792,1.1836689233374327,2,In-person,27.16,Store B,No,Pre-Test,No
12793,6.534369300123996,4,Phone,84.39,Store B,No,Pre-Test,No
12794,2.8137022651500034,6,In-person,25.19,Store B,Yes,Pre-Test,Yes
12795,3.7158649085982494,6,In-person,74.59,Store C,Yes,Pre-Test,Yes
12796,8.435347671072083,6,Online,97.81,Store A,Yes,Pre-Test,No
12797,7.842546037919372,1,Phone,16.85,Store A,Yes,Pre-Test,Yes
12798,5.176356959854947,7,Phone,27.67,Store A,No,Pre-Test,No
12799,6.32327825347406,7,Online,41.78,Store A,Yes,Pre-Test,Yes
12800,1.3152071451821024,5,Online,42.41,Store A,No,Pre-Test,No
12801,7.7351496640729,4,Online,26.39,Store C,Yes,Pre-Test,Yes
12802,5.403818933604895,3,In-person,54.72,Store C,No,Pre-Test,No
12803,5.92401646845496,8,Online,81.17,Store B,Yes,Pre-Test,Yes
12804,6.82250617164524,8,Online,82.24,Store C,Yes,Pre-Test,No
12805,5.25166534147578,3,Online,51.96,Store B,No,Pre-Test,Yes
12806,5.456079986807446,5,Online,38.22,Store C,No,Pre-Test,Yes
12807,5.246538074817338,8,In-person,31.75,Store C,No,Pre-Test,No
12808,5.2197660423639185,6,Phone,74.4,Store A,No,Pre-Test,No
12809,7.626950356729068,2,Online,17.67,Store B,Yes,Pre-Test,No
12810,4.5584810082176,1,Online,59.08,Store B,Yes,Pre-Test,Yes
12811,0.5274865257190027,7,Phone,58.73,Store B,No,Pre-Test,No
12812,6.31460017315788,2,Phone,20.15,Store B,Yes,Pre-Test,Yes
12813,9.550293511799692,4,Online,52.41,Store B,Yes,Pre-Test,No
12814,2.9411183925198667,6,Online,32.48,Store C,Yes,Pre-Test,Yes
12815,8.253836646135582,7,Phone,24.99,Store A,No,Pre-Test,No
12816,4.827156978689261,7,Online,17.38,Store C,No,Pre-Test,No
12817,6.608329664126571,7,In-person,27.4,Store C,Yes,Pre-Test,No
12818,8.96330044571016,4,Online,68.04,Store C,Yes,Pre-Test,No
12819,7.824629321583599,6,Online,75.64,Store A,No,Pre-Test,No
12820,8.903447190197177,3,In-person,30.57,Store B,Yes,Pre-Test,No
12821,0.59043979932372,8,Phone,61.64,Store A,Yes,Pre-Test,No
12822,2.2794923541118353,1,Phone,43.44,Store B,Yes,Pre-Test,Yes
12823,4.523196919375186,8,Phone,58.74,Store B,No,Pre-Test,No
12824,8.55449707580448,5,Online,32.16,Store A,No,Pre-Test,No
12825,8.464723355648506,8,Phone,14.13,Store A,Yes,Pre-Test,Yes
12826,2.2588331537525015,4,In-person,39.42,Store B,Yes,Pre-Test,Yes
12827,1.851303114409353,2,In-person,24.46,Store C,Yes,Pre-Test,Yes
12828,8.429673134367057,4,Online,76.08,Store B,Yes,Pre-Test,Yes
12829,5.643625793292169,8,Phone,75.73,Store A,No,Pre-Test,Yes
12830,6.454312680760972,1,Phone,16.55,Store A,No,Pre-Test,No
12831,8.18745770932301,5,In-person,45.71,Store C,Yes,Pre-Test,Yes
12832,2.511591404078037,6,Phone,18.36,Store C,Yes,Pre-Test,Yes
12833,1.7966055990950305,4,In-person,74.34,Store B,Yes,Pre-Test,Yes
12834,8.660920496449481,4,Online,11.65,Store B,Yes,Pre-Test,Yes
12835,1.5618540062039312,4,In-person,49.42,Store B,Yes,Pre-Test,Yes
12836,1.3377180816127257,3,Phone,23.72,Store B,No,Pre-Test,Yes
12837,3.132214168358747,5,In-person,69.84,Store B,Yes,Pre-Test,No
12838,3.5100641719070635,6,Phone,29.26,Store B,Yes,Pre-Test,Yes
12839,2.790785863486415,3,Online,46.6,Store C,Yes,Pre-Test,Yes
12840,7.5454210887520485,3,In-person,10.46,Store B,No,Pre-Test,Yes
12841,9.7468640715334,9,Online,99.0,Store C,No,Pre-Test,No
12842,2.396117755884026,2,Online,77.87,Store A,Yes,Pre-Test,Yes
12843,7.927595800555393,6,In-person,24.8,Store C,Yes,Pre-Test,Yes
12844,0.9203009975471097,8,In-person,49.94,Store B,No,Pre-Test,Yes
12845,1.6295752739787996,8,In-person,54.84,Store C,No,Pre-Test,No
12846,5.393615461300143,1,Online,30.34,Store B,Yes,Pre-Test,Yes
12847,9.996284260176141,1,In-person,17.65,Store C,No,Pre-Test,No
12848,9.518973672922964,8,Phone,61.25,Store C,Yes,Pre-Test,Yes
12849,1.5634579316396988,1,Phone,85.16,Store B,Yes,Pre-Test,No
12850,2.777025702435997,3,Phone,61.46,Store C,Yes,Pre-Test,Yes
12851,9.485022572377636,9,Phone,66.77,Store B,No,Pre-Test,No
12852,1.9318771073386203,3,Online,63.17,Store B,Yes,Pre-Test,No
12853,7.5564952646628205,2,Online,51.08,Store A,No,Pre-Test,Yes
12854,0.5105262223730097,1,Online,23.26,Store B,No,Pre-Test,Yes
12855,6.501264975414138,1,Phone,28.21,Store A,No,Pre-Test,Yes
12856,5.198704007505867,3,Online,39.5,Store A,Yes,Pre-Test,No
12857,4.9747401573092676,6,Online,36.47,Store C,Yes,Pre-Test,No
12858,8.37732163215725,7,Phone,56.94,Store A,No,Pre-Test,Yes
12859,1.2669762798553477,6,In-person,47.87,Store A,No,Pre-Test,No
12860,4.084655367145935,6,Online,67.32,Store B,Yes,Pre-Test,Yes
12861,4.73736617724634,9,Online,85.63,Store A,No,Pre-Test,No
12862,1.6773023167435583,4,In-person,14.42,Store C,No,Pre-Test,Yes
12863,1.3138321905561912,5,Online,51.62,Store C,Yes,Pre-Test,Yes
12864,2.2063358932946873,1,Phone,29.41,Store C,Yes,Pre-Test,Yes
12865,2.78995338730814,4,In-person,91.92,Store C,Yes,Pre-Test,Yes
12866,9.677575485843418,6,Online,59.0,Store C,Yes,Pre-Test,Yes
12867,5.0183302568909856,7,Online,89.58,Store A,Yes,Pre-Test,No
12868,5.347745810388992,2,Online,70.33,Store A,Yes,Pre-Test,No
12869,7.21648294712699,6,Online,22.17,Store B,Yes,Pre-Test,Yes
12870,7.00053457913411,3,Phone,86.21,Store C,No,Pre-Test,Yes
12871,5.2763853200731745,7,In-person,38.57,Store C,No,Pre-Test,No
12872,3.728464744752838,9,Phone,76.92,Store A,Yes,Pre-Test,No
12873,3.644991089080676,4,Phone,55.76,Store A,No,Pre-Test,No
12874,1.0482519719503565,8,Online,75.72,Store B,Yes,Pre-Test,Yes
12875,9.046486323088043,6,Online,57.48,Store C,No,Pre-Test,Yes
12876,7.809247975404189,3,Online,93.52,Store C,No,Pre-Test,Yes
12877,6.421760792364196,3,In-person,55.91,Store A,No,Pre-Test,No
12878,4.262776560535131,3,Phone,15.46,Store B,Yes,Pre-Test,Yes
12879,6.0334244411833335,4,Phone,50.7,Store B,No,Pre-Test,No
12880,5.108353147201695,2,Phone,97.07,Store C,Yes,Pre-Test,Yes
12881,3.1023822955493983,5,In-person,81.06,Store B,Yes,Pre-Test,No
12882,3.3364410937263265,8,Online,66.84,Store A,Yes,Pre-Test,No
12883,8.807557211332524,7,Online,23.62,Store B,Yes,Pre-Test,Yes
12884,6.5316266885210785,9,In-person,26.48,Store C,Yes,Pre-Test,Yes
12885,0.5135136050502226,3,In-person,75.01,Store A,No,Pre-Test,Yes
12886,3.6052817685099248,4,Online,75.76,Store B,No,Pre-Test,No
12887,3.729481914890861,8,Phone,43.6,Store C,Yes,Pre-Test,No
12888,7.210187814790352,3,Online,99.51,Store C,No,Pre-Test,No
12889,7.15430675357056,1,In-person,72.23,Store A,Yes,Pre-Test,Yes
12890,4.909471103549486,2,In-person,90.5,Store B,No,Pre-Test,Yes
12891,9.53430442170825,8,Online,14.17,Store A,No,Pre-Test,No
12892,8.786177112474387,7,Phone,66.12,Store B,Yes,Pre-Test,No
12893,8.729001789925704,4,In-person,77.46,Store A,Yes,Pre-Test,Yes
12894,3.8085223542304654,8,In-person,81.76,Store A,Yes,Pre-Test,No
12895,4.594497996948082,3,In-person,70.52,Store A,Yes,Pre-Test,Yes
12896,4.480138283019066,1,Online,64.53,Store B,Yes,Pre-Test,No
12897,4.682535383407973,4,Online,77.15,Store C,No,Pre-Test,No
12898,8.947502552603233,6,In-person,13.47,Store B,No,Pre-Test,No
12899,2.866646645913099,6,Online,77.62,Store B,No,Pre-Test,No
12900,8.12085317411357,4,Phone,39.66,Store A,No,Pre-Test,No
12901,5.383379762925348,8,Online,78.49,Store B,No,Pre-Test,No
12902,2.8662997644661816,9,In-person,79.94,Store C,No,Pre-Test,Yes
12903,5.509290899165765,2,Phone,34.89,Store B,No,Pre-Test,No
12904,2.35669539640341,3,Online,74.37,Store A,Yes,Pre-Test,No
12905,1.5277033263168318,8,In-person,39.6,Store A,Yes,Pre-Test,Yes
12906,8.462685469404484,1,In-person,75.23,Store A,No,Pre-Test,Yes
12907,7.143559222591269,1,Phone,27.09,Store A,Yes,Pre-Test,Yes
12908,2.4473004070317543,7,Online,16.99,Store B,Yes,Pre-Test,No
12909,9.451799937457166,7,Online,62.94,Store B,Yes,Pre-Test,Yes
12910,0.7317845467418671,7,Online,27.38,Store B,Yes,Pre-Test,No
12911,3.6661617769767227,5,Online,90.52,Store B,Yes,Pre-Test,No
12912,0.7057038656695982,7,Phone,24.25,Store B,Yes,Pre-Test,No
12913,1.8518271362486656,9,In-person,64.63,Store C,Yes,Pre-Test,Yes
12914,2.2107540735524083,6,In-person,72.75,Store A,No,Pre-Test,Yes
12915,8.198181243440391,6,In-person,10.23,Store B,No,Pre-Test,No
12916,9.933876870067154,3,Online,88.26,Store B,Yes,Pre-Test,No
12917,8.739542608805024,7,Online,75.4,Store C,Yes,Pre-Test,No
12918,6.5337633934293615,6,Online,79.26,Store C,Yes,Pre-Test,No
12919,7.367772585545511,5,Online,15.07,Store A,Yes,Pre-Test,Yes
12920,5.466799443196509,3,In-person,41.69,Store C,Yes,Pre-Test,Yes
12921,4.514164263155923,3,In-person,67.81,Store A,No,Pre-Test,No
12922,7.075604843003173,6,Phone,30.6,Store C,No,Pre-Test,Yes
12923,9.744608517089132,6,Phone,84.88,Store C,Yes,Pre-Test,Yes
12924,0.7744934023850114,5,Online,46.75,Store C,No,Pre-Test,No
12925,3.4838070280782465,3,Phone,82.1,Store B,No,Pre-Test,Yes
12926,3.635568128567644,2,In-person,88.85,Store C,No,Pre-Test,No
12927,4.435383130290946,4,In-person,52.79,Store B,Yes,Pre-Test,Yes
12928,6.455475395563762,4,In-person,30.45,Store A,No,Pre-Test,No
12929,5.380655043557163,2,In-person,44.3,Store C,No,Pre-Test,No
12930,0.6779259657450164,9,Online,54.95,Store B,No,Pre-Test,No
12931,4.410290994661031,3,Online,50.98,Store A,Yes,Pre-Test,Yes
12932,6.384762692971381,1,Phone,10.42,Store A,No,Pre-Test,Yes
12933,5.295834886839599,5,Online,17.6,Store B,Yes,Pre-Test,Yes
12934,8.784587709722485,3,Phone,51.06,Store A,No,Pre-Test,No
12935,4.286658871346194,6,In-person,49.32,Store B,No,Pre-Test,No
12936,0.6193074583556593,1,Phone,90.1,Store C,Yes,Pre-Test,No
12937,3.2065359167677387,4,Online,34.9,Store A,No,Pre-Test,Yes
12938,1.7888899562053877,1,Online,97.96,Store B,Yes,Pre-Test,No
12939,2.8771880728018386,1,In-person,97.53,Store B,Yes,Pre-Test,Yes
12940,3.9398361713503123,8,Online,26.96,Store A,No,Pre-Test,No
12941,6.928228697050976,4,In-person,12.2,Store B,No,Pre-Test,Yes
12942,3.5796149553327083,3,Online,27.8,Store C,Yes,Pre-Test,No
12943,8.899037163106732,6,In-person,47.75,Store C,No,Pre-Test,Yes
12944,3.345895139201507,9,Phone,43.07,Store B,No,Pre-Test,Yes
12945,1.8008674153443545,6,Phone,52.62,Store B,No,Pre-Test,No
12946,2.1042214659737684,1,In-person,72.27,Store A,No,Pre-Test,Yes
12947,9.378508706878636,8,Phone,56.63,Store C,No,Pre-Test,Yes
12948,4.820737477338206,1,Online,41.03,Store C,Yes,Pre-Test,Yes
12949,4.329697646593752,3,In-person,70.81,Store B,No,Pre-Test,Yes
12950,1.154558370435999,9,Phone,40.08,Store B,No,Pre-Test,No
12951,7.4665501534282255,4,Phone,41.74,Store B,No,Pre-Test,No
12952,7.099198994878649,8,Online,40.89,Store B,Yes,Pre-Test,No
12953,4.069535219630199,9,Phone,37.36,Store A,No,Pre-Test,No
12954,7.071753721996858,8,Phone,73.05,Store B,Yes,Pre-Test,Yes
12955,3.9907917248771216,6,In-person,25.75,Store B,No,Pre-Test,No
12956,1.195001203245321,9,Online,79.69,Store C,Yes,Pre-Test,Yes
12957,7.511944084423872,6,Phone,93.03,Store B,Yes,Pre-Test,Yes
12958,9.669412287088209,5,In-person,34.87,Store C,No,Pre-Test,No
12959,6.658760017653787,8,Phone,73.37,Store B,Yes,Pre-Test,Yes
12960,3.1263817345363774,4,In-person,64.36,Store A,No,Pre-Test,No
12961,3.0642427119165814,3,Online,36.96,Store C,Yes,Pre-Test,Yes
12962,9.325287166625559,4,Online,31.27,Store B,Yes,Pre-Test,No
12963,3.381257920278979,9,Online,94.95,Store B,No,Pre-Test,No
12964,7.797826217136772,4,Phone,72.74,Store B,No,Pre-Test,No
12965,6.607692331888123,7,Phone,68.02,Store B,Yes,Pre-Test,Yes
12966,6.129717206927916,1,In-person,99.72,Store C,Yes,Pre-Test,Yes
12967,2.220211373319807,6,Online,41.8,Store B,Yes,Pre-Test,No
12968,0.8269049360929837,8,Online,30.59,Store B,No,Pre-Test,Yes
12969,5.142432747614941,7,In-person,39.68,Store B,No,Pre-Test,No
12970,9.887506768872957,5,In-person,25.31,Store C,No,Pre-Test,No
12971,2.3597190902174914,4,Phone,93.25,Store A,Yes,Pre-Test,Yes
12972,5.600284517171674,2,Online,72.72,Store A,No,Pre-Test,No
12973,6.874303299123232,1,Phone,64.45,Store B,Yes,Pre-Test,No
12974,5.094938306962687,1,In-person,82.59,Store B,No,Pre-Test,No
12975,5.315871162673343,5,Online,56.43,Store A,No,Pre-Test,No
12976,6.781661290599143,9,In-person,27.17,Store A,Yes,Pre-Test,No
12977,8.241602221547236,7,In-person,23.88,Store A,No,Pre-Test,No
12978,3.666232328083087,2,Online,57.04,Store A,No,Pre-Test,Yes
12979,9.0431147003683,6,Phone,82.49,Store C,No,Pre-Test,No
12980,5.106558292388751,7,In-person,29.95,Store B,Yes,Pre-Test,No
12981,6.787835985659329,8,In-person,73.44,Store A,No,Pre-Test,No
12982,1.511879523783167,9,In-person,32.48,Store C,Yes,Pre-Test,Yes
12983,5.178553220589251,3,Phone,48.95,Store C,No,Pre-Test,Yes
12984,0.6530112384947386,2,Phone,15.5,Store C,Yes,Pre-Test,Yes
12985,4.214735018980376,7,Phone,55.29,Store A,No,Pre-Test,Yes
